,original_index,context,labels,prompts,gold,q_flan-t5-small,q_flan-t5-base,q_flan-t5-large,q_flan-t5-xl,q_flan-t5-xxl,q_flan-ul2,q_text-babbage-001,q_text-curie-001,q_text-davinci-001,q_text-davinci-002,q_text-davinci-003,q_chatgpt
173,254,"text1: A historic night! Democratic Governor in Kentucky (will be a recount, no doubt) and both Houses in Virginia flipped red to BLUE. Huge support in Virginia from @MomsDemand who outspent the freaking NRA!

text2: Where is defeated @realDonaldTrump? Hardly any tweets. Is he saving money on his Twitter account to finance another recount failure. Why Is Dangerous Don hiding in the basement of OUR white house while $20k-a-day Rudy does his dirty work? C'mon Don, give it up!

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,a,b,a,a,a
174,130,"text1: i just hope they do the shows fine and for it not to be like the lotte concert when they were so tired and exhausted

text2: ive been ded today here huh 😭😭 didnt even get to watch the lotte concert,,,, maybe ill be ia for a while, i have to rest 🤗

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,a,a,a
175,99,"text1: I still need to booked between lotte world or everland but my lil sis refused to get the Halloween special event ticket 🤣🤣🤣🤣🤣🤣 She said it's a BIG NO 🤣🤣🤣🤣 just a regular ticket is OK

text2: oh my god when jungkook showed up to the lotte concert with his cherry hair i lost it i remember it like it was yesterday

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,b,a,a,a,b,b,b,a,a
176,280,"text1: So when we gonna find out about this “recount” or whatever bevin is doing today

text2: We need a recount in Lindsey Graham's race. He seems to know a lot about election obstruction

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,a,a,a,b
177,188,"text1: That same betrayal as that one episode the boys running around the lotte mall collecting cards 😂 everyone lied to each other

text2: does anyone have any hd bts pics from the family lotte concert? if so please reply with some

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,b,a,a,a,b,a,b,a,a
178,171,"text1: ok but idk if we should go to everland or lotte world im torn 😖

text2: im so upset i want to watch lotte concert

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,b,a,a,a,b,a,b,a,b
179,269,"text1: Matt Bevin may ask for a recount.

text2: Wisconsin recount just found almost 400 uncounted ballots!!!!! But it's ok, only 57 were for Trump, so trump paid $3 million to increase Biden's lead!! Superb!!! 😂🤣😂🙈🙈🤣🤣♥️

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,a,a,b
180,263,"text1: Thanksgiving Day preparations: “I will give thanks to the LORD with my whole heart; I will recount all of your wonderful deeds.” Psalm 9:1 “I will give to the LORD the thanks due to his righteousness, and I will sing praise to the name of the LORD, the Most High.” Psalm 7:17

text2: A woman I went to grade school with is using her FB page to recount every year of her K-12 experience. She is dragging teachers and students by name and by the hair. It's a real journey. I don't recommend you do this. Also, I'm reading every long post.

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,a,a,a,a
181,304,"text1: What's the move this weekend primo? @MartinTime8

text2: K'la is getting tricky.., does anyone remember primo tricks of how to pack for Kyibox

word: primo",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,a,b,b,a,a,a
182,126,"text1: Jungkook from the lotte family concert still haunts me

text2: soo lotte concert, jason derulo and album release man we feasting a lot in a day

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,a,a,a,a
183,32,"text1: Donald Trump is not a king, an emperor, an autocrat or a president of any repute. He is an impostor. And that's being kind.

text2: one of my fave overdressed another one of my fave lookin good another one of my fave underdressed.... there are two impostor among us .

word: impostor",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,a,a,a,b
184,157,"text1: going through the whole 9 floors of lotte departement store to get stamps so i get free bts samples i-

text2: so who is yeonjun not too into txt yet but he was neat during the lotte concert and now i'm learning he is very Gender

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,b,a,a,a,b,b,a,a,b
185,137,"text1: first it was Interpark fkning up now it's lotte 🤡

text2: Omg i just watched an ep. of the 9th when they went to lotte world and Minho was sooo excited, he had a big smile on his face the whole time. I haven‘t seen him like this in forever ☹️

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,a,a,b
186,139,"text1: please omg does anyone remember the crowd at the lotte duty concert this year?? like the crowd went 💤💤 until twice an bts performed that was HILARIOUS

text2: dang, lol look at @BTS_twt flexing those live vocals on lotte

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,b,a,a
187,247,"text1: BREAKING: Trump demands a recount of the 2016 Election. “Maybe Crooked Hillary won. I don't need this shit!” #LockHimUp

text2: Trump is demanding a 3rd recount in Georgia. Hiw many times can he demand recounts?

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,a,a,a
188,266,"text1: Rep. in my neighborhood FB group keep spouting off about how they will get up today and not expect their participation trophy as they go to work their 2 jobs...then are like, but recanvas/recount/contest! So they do want a participation trophy? #KYGov #suckitupbuttercup

text2: Call Secretary of State Brad Raffensperger the GA sec of state. He's not letting Republicans observe the recount!! (404) 656-2817. Put pressure on him!!

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,a,a,a
189,336,"text1: Me: Why do you only fuck Miami whores? My primo: Cause I love whores, I can fuck them all I want and never get attached lmao South FL Lifehacks 😂😂😂

text2: Love on your loved ones hard. Try and reach out to those that cross your mind even if it's for one second. We all know our time here on earth is limited but damn this hurts. Our family won't be the same. Hope your dancing up there with mama laura primo. 😔💔👼🏼🙏🏻

word: primo",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,b,a,a,a,b,b,b,a,b
190,244,"text1: Its amazing, when Dems call for a recount, we're called snowflakes who refuse to accept election results but when Republicans lose, they shout recount and dont expect any push back.🤦‍♀️

text2: It's tough being @realDonaldTrump ! Pay for a recount in Milwaukee County! Spend lots of money! AND they find 132 miscounted votes.........................for president-elect @JoeBiden ! #trumplost #TrumpConcede

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,a,b,a,a,a
191,394,"text1: I think my primo just drunk called me 😂😂

text2: I'm over here sending demands to my primo in Mexico to bring me back a bottle of tequila like this a hostage situation 😂😂😂

word: primo",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,a,b,b,a,a,b
192,248,"text1: Some old farts: Impeaching a president for bad behavior and breaking laws is trying to undo an election. Same old farts: We don't like results showing democratic win. We won't concede, we want a recount, or state to decide.

text2: A recount in Georgia?!? Fucking great

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,b,a,a,a,b,a,a,a,b
193,282,"text1: BREAKING NEWS: Bevins supporters demand recount after seeing numerous people wearing Mariachi suits and sombreros in line at voting sites. #KentuckyElections

text2: Appears Biden would win any recount so end signature voting with video for a recount uniting America and proving the process pure as a babies butt for future elections setting the example for a messed up world as usual doing it first for honest elections and 90% participation ...

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,a,a,a
194,170,"text1: lotte concert &amp;bts never let me down

text2: was watching bbc news with my relatives and the bts lotte duty free ad played. i had to keep my as/s calm.

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,a,a,a,a
195,34,"text1: I got a very nice email from a reader yesterday telling me how much she liked my story. Nothing too long, just a few sentences. But those little messages really are the best thing. Like, the *best* thing. You read them and... just for a moment that impostor syndrome goes away.

text2: it's cool that my impostor syndrome seamlessly swapped into a new gear and now I find myself sobbing that I've already failed at something I haven't started

word: impostor",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,a,a,a,b
196,146,"text1: pupunta bang lotte world blackpink today

text2: So you're telling me that i missed the lotte family concert...haha....okay..

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,b,a,a,a,b,a,a,a,b
197,260,"text1: Florida Fact #2: It is tradition of the State of Gatorland to somehow botch every initial polling result on Election Day, thus demanding a recount. I'm not saying it's dumb and pointless, but...

text2: Georgia completed the recount and president Biden is still the winner!! Sorry @realDonaldTrump @POTUS, you've been told twice now you are the LOSER, HOW embarrassing

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,a,b,b,a,a,a
198,359,"text1: Rest easy primo. My heart aches for you.

text2: At my parents,my little primo (he's 20 lol) saw me scrolling on my tl L: BRO!! YOU'RE ON TWITTER AND YOU DON'T EVEN FOLLOW ME!!! ME 🤫 as he walks away 😂

word: primo",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,a,b,a,a,a,b
199,85,"text1: my first session as a DM involved exposing an impostor, a cult and political assassination. I'm excited.

text2: man i ain't watch the debate who was the impostor?

word: impostor",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,a,a,a,b
200,179,"text1: the lotte advertisement that they did and the short dance part does look like magic themed tho

text2: that sounds like a lotte or chilsung commercial haha

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,a,a,a,a
201,313,"text1: i wonder if lucas is going to dress like someone's primo at the quinceañera for all the stops during his solo stage or if it's going to change

text2: samuel is actually my primo

word: primo",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,a,b,a,a,a,a
202,143,"text1: finally went to see the skz handprints at lotte department and my hands are bigger than all of them as i expected my friend was dying laughing # embarassing

text2: 200929 jungkook put 2019 lotte family concert jungkook to shame

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,b,a,a,a,b,b,b,a,b
203,207,"text1: Based on the results of a manual hand recount, the votes for Ocean Shores Mayor have not changed. Crystal Dingler holds a 3 point lead over Susan Conniry stands, pending certification, and will continue as Mayor.

text2: Trump really paid $3 million for a recount, only to give Biden 132 more votes 😭 give it up

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,a,a,a,a
204,17,"text1: The one thing I like about cloud boy is that he can be used by older Eraser and Mic when they suspect the other might be an impostor. Eraser: ""Did you pick up that gift for Shirakumo?"" ""Mic"": ""Oh, ah, no. I'll get it on my way to the radio station."" E: ""Mm.""

text2: I love being the impostor, it's so fun

word: impostor",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,b,a,a,a,b,a,a,a,b
205,161,"text1: I really thought we were past the phase where we rode at dawn over screen time or line distribution 🥴🥴 what is this fvcking lotte commercial all over again or smth

text2: think about it if this year went to plan most of of us would have only been to like 2 bts concerts but no we got to go to bang bang con part one and 2 and then bang bang con the live, lotte concert and now on:e concert for 2 days so in conclusion @BTS_twt said fuck 2020

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,b,a,a,b,b,b,b,a,a
206,78,"text1: Today's #modwrite is being served with a large side-serving of impostor syndrome.

text2: Every time I have to apply for a job or scholarship my impostor syndrome kicks in heavy. like, I know I am a bad bitch but sometimes I forget.

word: impostor",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,a,b,a,a,a,b
207,226,"text1: 🤮 Matt Bevin is not conceding the election and wants a recount. He as to go to a Judge to get one. Final results 49.2% Beshear to 48.8% Bevin. Al; votes have been counted!🤮

text2: Macklemore trending for all the right reasons. If anything merited a recount, it's the voting for his Grammy.

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,b,a,b
208,214,"text1: Pittsfield recount update: Mayor Tyer says the recount has validated the results of the November 5th election, and dismissed the Mazzeo campaign's claims as nonsense. She said the results were mostly flat with slight gains for her numbers. @WAMCNews

text2: Why is no one calling for a recount of the Senate vote for #LeningradLindsey ?

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,a,a,a,a,a
209,228,"text1: Does Kentucky trigger an automatic recount for close elections?

text2: Monica Palmer isn't going to be satisfied with any counts unless she alone is allowed to perform the recount of MI in its entirety - herself. Evidently everyone else is incompetent.

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,a,a,a,a,a,b
210,389,"text1: People pretending like Black male ""creatives"" don't get their shit called trash in service of trying to make people feel guilty about not rocking with Queen and Slim is primo Twitter silliness.

text2: We need another 3 &amp; Out...a turnover would be primo right now too. Flip the field...

word: primo",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,a,b,a,a,a,b
211,164,"text1: does the lotte cinema site not workfor anyone else?

text2: todays jungkook gave me a lot of lotte duty family concert vibes yknow from like when they performed best of me #MapOfTheSoulOne_D1 #MAP_OF_THE_SOUL_ONE

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,b,a,a,a,b,a,b,a,b
212,221,"text1: Cries of ""shame"" at #vicalpconf19 as @HutchHussein announces the result of the recount, conceding she counted wrongly last time. The motion passes 314 to 227. Hussein says she accidentally counted those for as 214 last time.

text2: The GA recount is stinky, stinky, stinky. An audit is required immediately.

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,a,a,a,b,a,a
213,129,"text1: is lotte world worth it??

text2: not at how i'm only running on 2 hours of sleep bc i stayed up watching the lotte concert😓

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,b,a,a,a,b,b,a,a,b
214,211,"text1: .@CherylTurpinVB's campaign just sent over a note saying she conceded to @JenKiggans. The Virginia Beach senate race was tight, and on early, unverified results looked like Turpin would be able to ask for a recount.

text2: Pennsylvania's top elections official confirmed Friday she will not be ordering a recount or recanvass of her state's election results as Republicans rail against officials there over groundless voter fraud claims.

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,a,b,a,a,a
215,203,"text1: How did y'all let @Iamkelmitchell lose on #dwts. I demand a recount!

text2: I got a feeling they left Manhattan boarded up cuz of this recount 💩

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,a,a,b
216,241,"text1: BREAKING: Vanderburgh County Republican Chair Wayne Parke just now says no decision on recount has been made but he says it is likely.

text2: And they're trying it again in Wisconsin the exactly the same approach that they've lost in every other state they've tried! The recount showed Biden one by nearly 20,700 votes, gaining 87 votes in the recount that Trump paid for.

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,a,a,a,a,a,a,b,b,b,a,b
217,136,"text1: there's a whole lot of pointing going on in the concept trailer, combined with the lotte commercial it's kinda sus 🤔 i might make a compilation @TXT_members @TXT_bighit

text2: txt na lotte duty free mv de any album do bts oq esta acontecendo

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,a,b,a,b
218,245,"text1: The people have spoken, and they have demanded a recount. Game Devs: Who do you think would give the best head?

text2: I went to bed with an undeniable cache of containers full of leftovers. Today my DOMINION Refrigerator is completely empty except for some droppings of Cranberry sauce on the middle shelf. What now, a recount? #StopTheSteaI2020 #ElectionResults2020

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,a,b,b,a,a,b
219,119,"text1: Watching the lotte family concert and having a breakdown haha don't mind me

text2: i finally saw the lotte duty free performance and now i watched the little ads of each member and excuse me but yoongi's was so wholesome omggg

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,b,a,b
220,135,"text1: My friend bought me tickets to lotte world 😭😭😭💕

text2: I'm watching lotte family concert with my mom and she ask me whose my bias, i dont know what to sayyy im at the point of my life that i dont what to choose

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,a,b,b,a,a,a
221,375,"text1: I need me a good bailada con mi primo Marty 🥺💃🏻🕺🏻

text2: It's been a week, the house is not the same without you primo 🥺

word: primo",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,a,b,b,a,a,a
222,97,"text1: 📖 50: Another impostor assuming name of Philip appears in Macedonia but is vanquished by quaestor Lucius Tremellius

text2: after doing like 8 hours of homework yesterday, a fellow impostor ratted me out (they locked the doors after i killed someone and we were stuck together) and after playing dumb until everyone voted me, i got so mad that i

word: impostor",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,a,a,a,b
223,144,"text1: EXO 'Have you ever...?' is literally all around of lotte avenue in here

text2: thinking about how i cried when txt performed run away at the lotte family concert gosh they make me feel so many happy emotions i love them the absolute most :((( i cannot wait for blue hour

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,a,a,a
224,262,"text1: Can you imagine? Your vote is the one that causes recount after recount and a majority of 1 in your constituency. You don't vote because it is raining or icy? Your one single vote could be THE vote that seals our future. Friends please do it however you vote. I

text2: Matt Morgan, Trump 2020 campaign general counsel, says that the campaign is trying to slow down the vote-counting process in PA in order to force a recount. There will be a hand recount of all votes in GA &amp; possible recount in WI.

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,a,a,a,a,b
225,118,"text1: Friendly reminder that their vcr at the lotte concert said something coming Oct 4 and now all this shit happening

text2: i can't believe i didn't wake up for lotte concert....i hate myself

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,a,a,a
226,250,"text1: Nunes, The potus wasn't elected. He was ""selected"" By Russia MSM Comey Lots of white guys. I still believe a recount was in order. If it was a man, it would have been done.

text2: Many people are shocked at Trump and his supporters fighting for a recount, audit, investigation, etc. Did these people sleep for the last 4 years when OUR $ was spent on investigating Trump, lying on FISA applications? Rip Van Winkle syndrome, perhaps.

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,a,b,b,a,a
227,293,"text1: In 2016 Sheila Dixon wanted a recount, Pugh had no integrity. She talked greasy about Sheila. Karma is a real bitch huh Pugh?

text2: Delaying the transition only affects the suffering of Americans during Covid. All thank to Trump's false claims. Can't wait to see #Georgia recount show Trump losing. #TrumpConcede

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,a,b,b,a,a,b
228,196,"text1: “We have no other option before us but to canvass, or certify, the recount.”

text2: DISTRICT 42: Prelim recount results are in. Democratic challenger Ed Cardillo Jr. adds two votes to his total and Frank Ricci loses one vote. Cardillo's lead stands at 3,512 to 3,399, and he looks to be the winner of the vacant @stephen_ucci seat.

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,a,a,a
229,219,"text1: Peak 2019: The same people who haven't accepted that Hillary lost in 2016 are pissed about Bevin wanting a recount on a 4,000 vote difference. Interesting. Recount won't change the outcome most likely. But can you imagine their meltdown if it did? This could be hilarious.

text2: Looking at my instructor feedback, out of 20 Students in the 2 courses that did the survey, I have one student who either HATED me and the course... or got confused if 1 was good or bad on the Likert scale. I demand a recount, I will not accept these results.

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,a,b,a,b,a,a
230,28,"text1: I had a dream last night that Leroy was an impostor???

text2: i remember trolling everyone i was on call/talking to last night when i was the impostor that was a+ content

word: impostor",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,a,a,b,a,b
231,307,"text1: i bought some junji ito stickers to split con mi primo, it's a shared christmas gift

text2: My primo swear Ik everything bout cars like boy i dibble and dabble pero no se que madres me andas diciendo

word: primo",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,a,b,a,a,a,a
232,272,"text1: She think that I'm the one, I beg to differ recount it please.. I'm everybody's one.

text2: Count every LEGAL ballot. Audit, recount, sue the ba$+a*ds! Throw the corruptocrats in jail (after a speedy fair trial of course!).

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,a,a,a
233,273,"text1: Ever since the Florida recount, it's been obvious the Republicans have been tactically two steps ahead of the Democrats. Until this month, when the Dems suddenly began running circles around them. Thank you, @SpeakerPelosi. Thank you, @AdamSchiff.

text2: I wonder if they're having a recount in Philadelphia? 😎😎

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,a,a,a
234,200,"text1: The fact Matt Bevin is demeaning a recount is ridiculous.... buddy, you lost

text2: Biden is not the President-elect. Until states recount, verify and certify their vote counts, it's still undecided #electionfraud

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,b,a,b
235,215,"text1: Dear Jo Swinson, If you achieve 52% of the vote share in a particular constituency, will you regard that as a victory ? Or would you welcome a recount ? No, thought not.

text2: If there's nothing to hide and the results will end the same why is the left afraid of a recount in these key states??🤔 @POTUS @realDonaldTrump

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,a,b,a,a,b
