,original_index,context,labels,prompts,gold,q_flan-t5-small,q_flan-t5-base,q_flan-t5-large,q_flan-t5-xl,q_flan-t5-xxl,q_flan-ul2,q_text-babbage-001,q_text-curie-001,q_text-davinci-001,q_text-davinci-003,q_chatgpt
248,346475,im not feeling up to writing anything today but im feeling pretty carefree and have a few good days planned so these are some photos from weheartit,C,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",c,b,c,c,c,c,c,a,a,a,a,c
249,171054,i didn t feel embarrassed to only have,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,d,a,d,d,c,a,a,a,a,a,c
250,156133,i was coming home i was feeling melancholy about my own failed marriage,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,d,d,d,d,d,a,a,a,d,d
251,411658,i have a feeling the top might have been damaged,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,d,d,a,a,a,a,a,a,a,a,f
252,385576,i was waking up ben had his hand on my belly to feel her move around and in my sleep deprived brain i started thinking about how those little flicks and punches are so natural to me and that once shes made her entrance and those kicks are gone i will probably cry,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,d,d,d,d,d,a,a,a,e,d
253,288684,i have the feeling that my eyes need to smile too in order to look less fake t,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,e,c,c,c,c,a,a,a,a,c
254,112815,i feel drained enlightened pounds lighter depressed and mostly ashamed,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,d,d,d,d,d,d,a,a,a,d,d
255,26402,i feel like even if you re rejected by a hundred other people as long as you have that one person saying no man you gotta keep doing this,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,a,e,d,a,a,a,a,a,a,d
256,183763,i go through a cycle for a few days i will feel absolutely doomed in life and human relationships and then for the next few days i will ignore it the clouds part and i am normal,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,d,d,a,d,d,d,a,a,a,d,d
257,61276,i mostly just feel pathetic,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,d,d,d,d,d,d,a,a,a,d,d
258,206520,im feeling a little weepy right now as i look back to my very first lt a href http annoyedlibrarian,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,d,d,d,d,d,a,a,a,d,d
259,342441,i start to think about what my parents would feel theyd be heartbroken,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,d,d,d,d,d,a,a,a,d,d
260,302927,i feel ugly as heck,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,d,d,d,d,d,a,a,a,a,d
261,406418,i guess i kind of want to fit in when i go there and not feel isolated by them since i do not have family in france nor anyone that i know well,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,a,a,d,a,d,a,a,a,a,a
262,375223,i have not been able to leave the heat this year like most people do and i am truly feeling its effects it makes me so lethargic and heavy,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,d,d,d,d,d,a,a,a,d,d
263,382469,i am feeling miserable this morning because of alcohol,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,d,d,d,d,d,d,a,a,a,d,d
264,4666,i just feel like a cheated abused little rape victim,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,b,d,d,d,d,a,a,a,a,d
265,322950,i cant pay my payday loans back and i find myself with multiple cash advance lenders deducting from my paychecks with no end in sight it can feel hopeless and unfortunately i am not the only one to experience this misery,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,d,d,d,d,d,a,a,a,d,d
266,161934,i was feeling a bit homesick wrote me this text so do you want to fly home,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,d,d,d,d,d,a,a,a,d,d
267,291688,i feel damaged and incomplete,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,d,d,d,d,d,a,a,a,d,d
268,403196,i find myself more and more often wanting to talk to people about the everydayness of life that makes you and i feel isolated from others,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,d,d,d,d,d,a,a,a,d,f
269,20745,ive just been feeling so exhausted especially after last weekends shenanigans,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,d,d,d,d,d,a,a,a,d,d
270,297717,i feel lame and slow anyway,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,d,d,d,d,d,a,a,a,d,d
271,368160,i next feel inadequate in the face of the next perfect specimen i come across in the tabloids i want to remember all of these things,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,d,d,d,a,a,a,a,a,a,d
272,323947,i think this would be a post that i should keep for myself to always remind me whenever im running out of ideas and feeling blank,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,a,a,d,a,a,a,a,a,a,d
273,340728,i felt that the proper reverence was not paid to these characters as they died its hard to feel mournful or reflective when literally three characters die within three minutes of each other,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,d,d,d,d,d,d,a,a,a,d,d
274,200609,i remember last year feeling a little hurt feelings but this year we will be better prepared for her holiday business,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,d,d,d,d,b,d,a,a,a,a,d
275,204417,i feel that everything will be in vain if your presence spills over the present and future,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,a,d,e,a,d,a,a,a,a,d
276,66240,i cant when im feeling emotional or going through my own storm,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,d,d,d,d,d,d,c,a,a,d,d
277,381538,i feel a little bit more than a little jaded about the whole thing,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,d,d,d,d,b,a,a,a,a,d
278,154515,i often ponder this verse in the bible because i m prone to feeling discontent often,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,d,d,d,b,b,a,a,a,d,d
279,180318,i am grumpy feel helpless and feel like things are looking a bit bleak,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,a,a,d,d,d,a,a,a,d,d
280,300985,i feel like ive left my camera alone,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,d,a,d,a,a,a,a,a,a,d
281,124015,i find myself feeling pretty defeated at the end of the day,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,d,d,d,d,d,a,a,a,d,d
282,339711,i feel that this is a myth and within no time they move on from one vision to another as their projects are highly unsuccessful or short sighted,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,a,a,b,d,b,a,a,a,a,d
283,396726,i know that its an amazing opportunity yet i feel very selfishly that i am going to be heartbroken yet again,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,d,d,d,d,d,a,a,a,d,d
284,276818,i feel as though i wasnt dragged over it nearly as much as some unfortunate souls are im still strong enough to fight,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,d,d,c,d,c,d,a,a,a,a,d
285,143692,i was feeling pretty abused by the system when i walked into class,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,b,d,b,b,b,a,a,a,a,d
286,332422,i am no longer dragging myself around feeling sorry for myself and hating myself i am becoming something,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,d,d,c,d,d,d,a,a,a,a,c
287,284934,i feel burdened i feel sick and i want to die,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,d,d,d,d,d,d,a,a,a,d,d
288,97218,i couldnt feel it and that my bladder was empty,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,d,d,d,a,a,a,a,a,a,f
289,386377,i suddenly feel the potentiality to be judged and rejected so i begin to question everything every word which is presumably why making new friends proper friends trusted friends becomes impossible,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,a,a,a,a,a,a,a,a,a,a
290,358410,i really feel sort of embarrassed by all of this,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,d,b,d,d,a,a,a,a,a,d,d
291,79798,i could stay within my daily calorie limit without feeling deprived,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,c,d,c,c,a,a,a,a,a,c
292,379618,i cry for myself i feel all alone,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,d,d,d,d,d,c,a,a,a,d
293,382245,i don t know i feel really helpless about it,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,a,a,d,a,a,a,a,a,a,d
294,138472,i feel so empty it chokes the life out of me a href http james xyron,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,d,d,d,d,d,a,a,a,d,d
295,316208,ive been feeling a little discontent with my life the last couple of weeks a little unsure of myself,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,d,a,d,a,a,a,a,a,d,d
296,31277,i was diarrhea drained once more and feeling completely lethargic,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,d,d,d,d,d,a,a,a,d,d
297,163382,i have maze zero progress and have spent the past few weeks feeling discouraged and thus being absent,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,a,a,d,a,d,a,a,a,d,d
298,43837,im really feeling so drained physically emotionally and everything else,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,d,d,d,d,d,d,a,a,a,d,d
299,159958,i think im dying to tell you how i feel and distinguish whats fake and what is real but dont know how to speak i think i might love you i think what i say is true but im holding my breath and slowly getting weak,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,e,a,e,a,e,a,f,a,e,d
300,54795,im personally happy grateful and embracing each moment but i feel that my patriotism is being abused,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,b,b,c,b,c,a,b,a,a,c
301,18189,i feel like the only one suffering a class post count link href http tangledtiger,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,d,d,d,d,d,a,a,a,a,d
302,328661,i am writing today because i feel like im dumb,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,b,d,d,d,a,a,a,a,d,d
303,307437,i feel helpless the way claude mckay felt in his poetry,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,a,a,d,d,a,a,a,a,d,d
304,20864,i am feeling a bit jaded and in need of my wargaming fix,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,d,d,d,d,d,a,a,a,a,d
305,271996,i just feel embarrassed if people look at me crying,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,d,d,d,d,a,a,a,a,d,d,d
306,238437,i took a nap this afternoon woke up still feeling groggy and then stayed home coddling my throat,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,d,d,d,d,d,a,a,a,d,d
307,364856,i don t know whether to feel resigned sad or angry,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,d,d,d,d,b,d,a,a,a,a,d
308,316684,i feel homesick for kansas and my friends family back there,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,d,d,d,d,d,a,b,a,a,d
309,29960,i touched a couple weeks ago on feeling homesick and of course on using music to,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,d,d,d,d,d,a,a,a,d,d
310,79326,i suppose that feeling foolish or even actually being foolish from time to time is going to be part of the ride,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,b,d,f,f,f,a,a,a,a,f
311,262324,i truly am feeling unhappy,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,d,d,d,d,d,d,a,a,a,d,d
312,185097,i feel a bit ungrateful for wishing i was getting those for adama roslin stuff instead,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,b,b,d,b,b,a,a,a,d,d
313,4522,i refused to be treated with such disrespect and feel unloved by him,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,d,b,b,b,b,b,a,a,a,a,b
314,176862,a sudden end to the relationship with my first girlfriend,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,d,d,d,d,d,a,a,a,d,d
315,303123,i feel worthless and yet i know that i have worth,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,d,d,d,d,d,a,a,a,d,d
316,359403,i was feeling extremely groggy and clumsy,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,b,a,d,d,a,a,a,a,d,d
317,90919,i really feel that we were unfortunate tonight rsl manager jason kreis told espn radio after the match,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,d,d,d,d,d,d,a,a,a,d,d
318,256420,i annoy the hell out of manicurists because of this and i feel shitty about it perhaps because its a manifestation of my anxiety and naturally i feel anxious about my anxiety,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,b,b,b,a,a,a,a,a,a,d
319,38340,i ever made fun of guys for feeling inhibited about reading comic books in public with half naked girls on the cover,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,b,a,b,a,a,d,a,a,a,c
320,210057,i feel groggy and want to sleep for hours more,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,d,a,d,d,a,a,a,a,d,d
321,381081,ive been feeling kind of isolated,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,d,d,d,d,d,a,a,a,d,d
322,244102,i am feeling sentimental these days,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,d,e,d,e,e,a,a,a,d,d
323,99542,i feel kind of pathetic that i have such a hard time with this all,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,d,d,d,d,d,d,a,a,a,d,d
324,169611,i feel guilty that i m only paying tithe because i don t want god to be mad at me,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,b,d,d,d,d,a,a,a,a,a
325,295148,i was shaking fidgeting and feeling quite drained,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,d,d,d,a,a,a,a,a,a,a
326,77365,i feel submissive at times and so angry,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,b,b,b,b,b,a,a,a,a,b
327,210292,i started out and was feeling very empty and kind of weak so i did that,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,d,d,d,d,d,d,a,a,a,d,d
328,403346,i started feeling really lonely when i went to sleep,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,d,d,d,d,d,d,a,a,a,d,d
