majortopic,text,chamber,party,pass_h,pass_s,bill_id,year,cong
12.0,A bill to provide fees and costs to prevailing parties in certain administrative proceedings and civil actions involving the United States.,1,100.0,0.0,0.0,96-HR-7208,1980,96
12.0,To substantially reduce the personal dangers and fatalities caused by the criminal and violent behavior of those persons who lawlessly misuse firearms by restricting the availability of such firearms for law enforcement; military purposes and for certain approved purposes including sporting and recreational uses,1,100.0,0.0,0.0,92-HR-5735,1971,92
12.0,"A bill to continue in effect any authority provided under the Department of Justice Appropriation Authorization Act, Fiscal Year 1980, for a certain period, and for other purposes.",1,100.0,1.0,1.0,97-HR-4608,1981,97
12.0,"To provide grants to States for establishing sexual assault response team programs, and for other purposes.",1,100.0,0.0,0.0,107-HR-5514,2002,107
12.0,"A bill to change the name of the landing strip at White Sands Missile Range in the State of New Mexico, to White Sands Space Harbor.",1,200.0,0.0,0.0,97-HR-6153,1982,97
12.0,"To amend title 18 of the United States Code to prohibit travel or use of any facility in interstate or foreign commerce with intent to incite a riot or other violent civil dsturbance, and for other purposes",1,100.0,0.0,0.0,89-HR-17886,1966,89
12.0,"To provide for the conveyance of a parcel of land held by the Bureau of Prisons of the Department of Justice in Miami Dade County, Florida, to facilitate the construction of a new educational facility that includes a secure parking area for the Bureau of Prisons, and for other purposes.",1,200.0,1.0,1.0,111-H-838,2009,111
12.0,A bill to provide for homeland security block grants.,2,100.0,0.0,0.0,107-S-1737,2001,107
12.0,A bill to supplement the impeachment remedy for removing Federal judges for misbehavior.,2,200.0,0.0,0.0,101-S-1851,1989,101
12.0,A bill to amend the Federal Rules of Criminal Procedure to provide a procedure through which certain criminal cases can be transferred to new judges.,1,100.0,0.0,0.0,96-HR-7473,1980,96
12.0,"A bill to prescibe the procedure of courts of the United States in the issuance of injunctions and the punishment of disobedience thereof, and for other purposes.",2,100.0,0.0,0.0,86-S-1231,1959,86
12.0,"A bill to confer jurisdiction upon the United States Court of Claims to hear, determine, and render judgment upon the claim of Jack L. Williams.",1,200.0,0.0,0.0,97-HR-6992,1982,97
12.0,A bill to make Federal Court decisions declaring laws unconstitutional subject to Congressional disapproval.,1,200.0,0.0,0.0,96-HR-4111,1979,96
12.0,"To amend section 8191 of title 5, United States Code, to extend benefits thereunder to officially recognized or designated members of a legally organized voluntary fire department, ambulance team, or rescue squad not employed by the United States who are killed or totally disabled in the line of duty",1,100.0,0.0,0.0,92-HR-16313,1972,92
12.0,"To amend title 18, United States Code, to ban using the Internet to obtain or dispose of a firearm.",1,100.0,0.0,0.0,106-HR-1702,1999,106
12.0,A bill to prohibit the Federal Government from requiring race or ethnicity to be disclosed in connection with the transfer of a firearm.,1,200.0,0.0,0.0,114-S-1385,2015,114
12.0,A bill to provide for certain requirements related to the closing of the Guantanamo Bay detention facility.,2,200.0,0.0,0.0,111-S-291,2009,111
12.0,"A bill to provide for the Presidential appointment of the Director of the Federal Bureau of Investigation, to limit the Director's term of office, and for other purposes.",1,100.0,0.0,0.0,94-HR-2069,1975,94
12.0,A bill to provide financial aid to local fire departments in the purchase of firefighting suits and self-contained breathing apparatus.,1,200.0,0.0,0.0,93-HR-4089,1973,93
12.0,A bill to provide for equal access to courts in lawsuits involving the Federal Government.,1,200.0,0.0,0.0,94-HR-15098,1976,94
12.0,"To amend the Administrative Procedure Act with respect to the compensation of hearing examiners, and for other purposes",1,100.0,0.0,0.0,87-HR-5655,1961,87
12.0,To amend title 18 of the United States Code relating to threats or injury to Federal officers in the discharge of their duties,1,200.0,0.0,0.0,86-HR-3134,1959,86
12.0,"A bill to clarify that an authorization to use military force, a declaration of war, or any similar authority shall not authorize the detention without charge or trial of a citizen or lawful permanent resident of the United States.",1,100.0,0.0,0.0,114-S-24,2015,114
12.0,"To amend section 922 of chapter 44 of title 18, United States Code, to protect the rights of citizens under the Second Amendment to the Constitution of the United States.",1,200.0,0.0,0.0,106-HR-1178,1999,106
12.0,A bill to amend chapter 44 (relating to firearms) of title 18 of the United States Code to provide a 21-day waiting period for the purchase of handguns.,1,200.0,0.0,0.0,97-HR-3993,1981,97
12.0,"A bill to confer jurisdiction upon the Court of Claims to determine the amounts due to and render judgment upon the claims of the employees of theBureau of the Mint, Treasury Department, for overtime work performed and rates o pay authorized but not gran",2,100.0,0.0,0.0,81-S-1018,1949,81
12.0,To amend the Internal Revenue Code of 1954 to provide that the cost of maintaining a retarded child in a professionally qualified custodial Institution shall be deductible as a medical expense,1,200.0,0.0,0.0,91-HR-11695,1969,91
12.0,"To confer jurisdiction upon the Court of Claims to hear, determine, and render judgment upon the claim of William E. Stone for disability retirement as a Reserve officer or Army of the United States officer under the provisions of the act of April 3, 1939",1,100.0,0.0,0.0,84-HR-6828,1955,84
12.0,A bill to provide for the appointment of additional United States district judges,2,200.0,0.0,0.0,92-S-1323,1971,92
12.0,"A bill to amend the Missing Children's Assistance Act, to expand the purpose of the National Center for Missing and Exploited Children to cover individuals who are at least 18 but have not yet attained the age of 22.",2,100.0,0.0,0.0,106-S-2064,2000,106
12.0,"A bill to amend the Controlled Substances Act to provide for take-back disposal of controlled substances in certain instances, and for other purposes.",2,100.0,0.0,0.0,111-S-1292,2009,111
12.0,"To provide penalties fro certain acts of vilence or intimidation, and fro other purposes",1,100.0,0.0,0.0,89-HR-17968,1966,89
12.0,"A bill to require court clerks to report the posting of bail in an amount exceeding $10,000 in certain criminal cases, and for other purposes.",2,100.0,0.0,0.0,102-S-1250,1991,102
12.0,"To provide for a preliminary examination and survey of the Buffalo River, Minn., for flood control purposes",1,200.0,0.0,0.0,81-HR-8265,1950,81
12.0,To amend the Internal Revenue Code of 1986 to increase the tax on firearms.,1,100.0,0.0,0.0,103-HR-3245,1993,103
12.0,To amend the Omnibus Crime Control and Safe Streets Act of 1968 to enable units of general local govrnment to increase the number of police,1,100.0,0.0,0.0,92-HR-16078,1972,92
12.0,"To safeguard military and civilian personnel on military bases and Armed Forces recruitment facilities by repealing bans on military personnel carrying firearms on military bases and recruitment facilities, and for other purposes.",0,200.0,0.0,0.0,114-HR-3115,2015,114
12.0,To amend section 451 of the Tariff Act of 1930 so as to exempt certain private aircraft arriving or departing on flights between the United States and Canada or the United States and Mexico at night or on Sunday or a holiday from provisions requiring payment to the United States for overtime services of customs officers and employees and to treat snowmobiles as highway vehicles for the purposes of such section,1,200.0,0.0,0.0,92-HR-12981,1972,92
12.0,To amend title 10 of the United States Code to exempt reservists who are local law enforcement officers from active duty,1,100.0,0.0,0.0,90-HR-17336,1968,90
12.0,"To prevent trafficking in child pornography and obscenity, to proscribe pandering and solicitation relating to visual depictions of minors engaging in sexually explicit conduct, to prevent the use of child pornography and obscenity to facilitate crimes against children, and for other purposes.",1,200.0,1.0,0.0,107-HR-4623,2002,107
12.0,"To amend the Internal Revenue Code of 1986 and the Social Security Act to repeal provisions relating to the State enforcement of child support obligations and to require the Internal Revenue Service to collect child support through wage withholding and other means, and to authorize the Social Security Administration to distribute child support collections.",1,200.0,0.0,0.0,105-HR-2189,1997,105
12.0,"Conferring jurisdiction upon the United States District Court for the Eastern District of Pennsylvania to hear, determine, and render judgment upon certain claims of the estate of Archangelo Straneri",1,100.0,0.0,0.0,81-HR-7110,1950,81
12.0,A bill to amend title 18 of the United States Code to provide a mandatory death penalty for attempts to kill the President of the United States.,1,100.0,0.0,0.0,94-HR-9922,1975,94
12.0,"A bill to amend title 28, United States Code, to authorize the appointment of an additional bankruptcy judge.",2,200.0,0.0,0.0,102-S-1427,1991,102
12.0,A bill to amend the Hate Crime Statistics Act to include crimes against the homeless.,2,100.0,0.0,0.0,111-S-1765,2009,111
12.0,"To authorize the payment of a reward to individuals who supply information leading to the identification of any person, persons, or international movement who may have been criminally responsible for the death of Dag Hammarskjold",1,100.0,0.0,0.0,87-HR-9350,1961,87
12.0,"To amend part D of title IV of the Social Security Act to improve child support enforcement services, and for other purposes.",1,200.0,0.0,0.0,104-HR-3465,1996,104
12.0,"To amend title 18, United States Code, to eliminate the effect of the parental exception to the kidnaping prohibition in cases of kidnapings in violation of valid custody orders.",1,100.0,0.0,0.0,102-HR-579,1991,102
12.0,To amend the Federal Law Enforcement Pay Reform Act of 1990 to provide that Federal police officers be treated in the same way as other Federal law enforcement officers for purposes of that Act.,1,100.0,0.0,0.0,102-HR-4354,1992,102
12.0,"A bill to amend title 18 of the United States Code with respect to sentencing, and for other purposes.",1,100.0,0.0,0.0,98-HR-4554,1983,98
12.0,"A bill to provide for open meetings of the Judicial Conference of the United States, to provide procedures to implement that policy, and for other purposes.",2,100.0,0.0,0.0,97-S-111,1981,97
12.0,"A bill to amend the Internal Revenue Code of 1986 to increase the tax on handgun ammunition, to impose the special occupational tax and registration requirements on importers and manufacturers of handgun ammunition, and for other purposes.",2,100.0,0.0,0.0,103-S-1616,1993,103
12.0,To foster local collaborations which will ensure that resources are effectively and efficiently used within the criminal and juvenile justice systems.,1,100.0,0.0,0.0,107-HR-5701,2002,107
12.0,"To amend title 28, United States Code, to provide that Madison County, Florida, shall be included in the northern judicial district of Florida",1,100.0,0.0,0.0,92-HR-12400,1972,92
12.0,To extend the statute of limitations applicable to certain offenses Involving fraud,1,200.0,0.0,0.0,83-HR-9484,1954,83
12.0,"To provide for the holding of terms of the district court for the district of Connecticut at Bridgeport, Waterbury, Hartford, and New Haven",1,200.0,0.0,0.0,85-HR-1978,1957,85
12.0,To provide grants to grassroots organizations in certain cities to develop youth intervention models.,1,100.0,0.0,0.0,105-HR-3607,1998,105
12.0,"To amend the Violence Against Women Act of 1994, the Family Violence Prevention and Services Act, the Older Americans Act of 1965, the Public Health Service Act, and the Right to Financial Privacy Act of 1978 to ensure that older or disabled persons are protected from institutional, community, and domestic violence and sexual assault and to improve outreach efforts and other services available to older or disabled persons victimized by such violence, and for other purposes.",1,100.0,0.0,0.0,106-HR-2590,1999,106
12.0,"A bill to amend title 28, United States Code, to provide that Bottineau, McHenry, Pierce, Sheridan, and Wells Counties, North Dakota, shall be included in the Northwestern Division of the Judicial District of North Dakota.",2,100.0,0.0,1.0,95-S-195,1977,95
12.0,To authorize the appointment of two additional circuit judges for the ninth circuit,1,200.0,0.0,0.0,82-HR-3736,1951,82
12.0,"Conferring jurisdiction upon the United States District Court for the District of New Mexico, to hear, determine, and render judgment upon certain claims arising as a result of the construction by the United States of Elephant Butte Dam on the Rio Grande",1,100.0,0.0,0.0,83-HR-5735,1953,83
12.0,A bill to amend the Controlled Substances Act to require probation in cases of certain marijuana offenders and to remove in certain cases the age restrictions on the expunging of certain official records.,1,200.0,0.0,0.0,93-HR-11981,1973,93
12.0,"A bill to amend title 28, United States Code, to grant the district courts of the United States original jurisdiction, exclusive of the courts of the States, of certain proceedings involving enforcement of foreign custody judgments, awards, or decrees.",1,200.0,0.0,0.0,95-HR-11722,1978,95
12.0,Establishing certain qualifications for persons appointed to the Supreme Court,1,100.0,0.0,0.0,86-HR-421,1959,86
12.0,"A bill to amend title 18, United States Code, to modify certain provisions pertaining to restitution, and for other purposes.",1,100.0,1.0,0.0,99-HR-2713,1985,99
12.0,"To make it a crime to induce, through fraud or misrepresentation, any .person to travel in interstate commerce for educational purposes",1,100.0,0.0,0.0,91-HR-3335,1969,91
12.0,A bill to allow appeals to the Court of Claims in the case of disputes of questions of fact arising under contracts with the United States,2,100.0,0.0,0.0,82-S-2432,1952,82
12.0,"To amend the act of March 3, 1901, so as to provide for a divorce from the bond of marriage for permanent and incurable unsoundness of mind",1,200.0,0.0,0.0,80-HR-5982,1948,80
12.0,"To provide Capitol-flown flags to the immediate family of fire fighters, law enforcement officers, members of rescue squads or ambulance crews, and public safety officers who are killed in the line of duty.",0,200.0,1.0,0.0,114-HR-723,2015,114
12.0,"To prevent Federal agencies from pursuing policies of unjustifiable nonacquiescence in, and relitigation of, precedents established in the Federal judicial circuits.",1,200.0,1.0,0.0,105-HR-1544,1997,105
12.0,"To amend title 18, with respect to travel for illegal sexual activities.",1,100.0,0.0,0.0,103-HR-3497,1993,103
12.0,"A bill to amend the Inspector General Act of 1978 to strengthen the independence of the Inspectors General, and for other purposes.",1,200.0,0.0,0.0,114-S-579,2015,114
12.0,"To amend title 39, United States Code, to extend to volunteer fire companies, volunteer ambulance and rescue companies, and police benevolent associations the preferred second- and thirdclass mail rates for certain nonprofit organizations",1,100.0,0.0,0.0,92-HR-9318,1971,92
12.0,"A bill to confer jurisdiction upon the United States District Court for the District of Columbia to hear, determine, and render judgment in the case of Clackamas County, Oreg., against Douglas McKay, Secretary of the Interior, and Ezra Taft Benson, Secret",2,328.0,0.0,0.0,83-S-2537,1953,83
12.0,"A bill to make it a criminal act to willfully use a weapon with the intent to cause death or serious bodily injury to any person while on board a passenger vessel, and for other purposes.",2,100.0,0.0,0.0,108-S-2653,2004,108
12.0,"To provide for the establishment of a task force within the Bureau of Justice Statistics to gather information about, study, and report to the Congress regarding, incidents of abandonment of infant children.",1,100.0,0.0,0.0,106-HR-4222,2000,106
12.0,A bill to promote rural safety and improve rural law enforcement.,2,100.0,0.0,0.0,107-S-1787,2001,107
12.0,A bill to clarify that a civil penalty is the exclusive penalty for violations of the Ethics in Government Act.,1,200.0,0.0,0.0,99-HR-4810,1986,99
12.0,"To amend section 1717 of title 18 of the United States Code, so as to make nonmailable certain defamatory and other matter.",1,200.0,0.0,0.0,84-HR-10294,1956,84
12.0,A bill to allow certain employees of the United States Department of Agriculture charged with the enforcement of animal quarantine laws to carry firearms for self-protection.,2,100.0,0.0,0.0,97-S-2313,1982,97
12.0,To prohibit movement or travel in interstate commerce with intent to avoid certain family responsibilities,1,100.0,0.0,0.0,81-HR-3802,1949,81
12.0,To provide for a program of grants to State and local governments for the construction or modernization of certain correctional institutions,1,100.0,0.0,0.0,90-HR-7761,1967,90
12.0,A bill relating to the nullification of certain criminal records,2,100.0,0.0,0.0,92-S-2732,1971,92
12.0,"A bill to amend title 28, United States Code, to permit Federal district courts to hear and determine cases brought in State courts not having jurisdiction over them.",1,100.0,0.0,0.0,99-HR-2446,1985,99
12.0,A bill to amend the State and Local Fiscal Assistance Act of 1972 to exempt certain small governmental units from certain public hearing requirements.,1,100.0,0.0,0.0,95-HR-12205,1978,95
12.0,To guarantee equal justice under law,1,200.0,0.0,0.0,89-HR-13328,1966,89
12.0,"To prohibit the importation of semiautomatic assault weapons, large capacity ammunition feeding devices, and certain accessories, to provide for the public safety of the citizens of the United States, and for other purposes.",1,100.0,0.0,0.0,103-HR-1568,1993,103
12.0,To require the Bureau of Prisons to study the feasibility and cost-effectiveness of using prefabricated modular units for prison facilities.,1,100.0,0.0,0.0,102-HR-3358,1991,102
12.0,A bill to amend the Federal Fire Prevention and Control Act of 1974 to give priority in the making of training grants to programs which provide for the training of recruits through techniques that stimulate fire experiences.,1,100.0,0.0,0.0,94-HR-15368,1976,94
12.0,A bill to amend the Violence Against Women Act of 2000 by expanding the legal assistance for victims of violence grant program to include legal assistance for victims of dating violence.,2,200.0,0.0,0.0,108-S-1954,2003,108
12.0,"A bill to regulate interstate commerce by providing a Federal cause of action against firearms manufactures, dealers, and importers for the harm resulting from gun violence.",2,100.0,0.0,0.0,106-S-686,1999,106
12.0,A bill to confer jurisdiction on the district courts to determine incometax deficiencies asserted against a taxpayer,2,100.0,0.0,0.0,81-S-1569,1949,81
12.0,A bill to strengthen the Federal Firearms Act,2,100.0,1.0,1.0,87-S-1750,1961,87
12.0,To change the minimum age qualification for serving as a juror in Federal courts from 21 years of age to 18 years of age,1,100.0,0.0,0.0,92-HR-11245,1971,92
12.0,"A bill to amend title 18, United States Code, to impose a criminal penalty for unjustified physical injury by a Federal law enforcement officer.",1,100.0,0.0,0.0,99-HR-2452,1985,99
12.0,"To prohibit electronic surveillance by persons other than duly authorized law enforcement officers engaged in the investigation or prevention of specified categories of offenses, and for other purposes",1,200.0,0.0,0.0,90-HR-10956,1967,90
12.0,To amend the Federal Rules of Criminal Procedure to allow a defendant to make a motion for forensic testing not available at trial regarding actual innocence.,1,100.0,0.0,0.0,106-HR-3233,1999,106
12.0,"A bill to provide for holding terms of the United States District Court for the Southern Division of the Southern District of Mississippi at Gulfport, Mississippi",2,100.0,0.0,1.0,91-S-3122,1969,91
12.0,"To provide that a concealed handgun license shall be treated as a verifying identity document for purposes of aircraft passenger security screening, and to prohibit the Federal Government from collecting or storing information about an individual relating to a concealed handgun license.",0,200.0,0.0,0.0,114-HR-4026,2015,114
12.0,"To amend section 2385, title 18, United States Code, to define the term organize as used in that section",1,100.0,1.0,0.0,85-HR-13272,1958,85
12.0,"A bill to amend the Act of September 7, 1950 (relating to the construction of a public airport in or near the District of Columbia), to authorize arrests for offenses committed on Federal lands acquired to provide access to the airport, and for other purp",2,100.0,0.0,0.0,91-S-2177,1969,91
12.0,"A bill to amend chapter 30, title 28, United States Code, so as to place certain restrictions on the exercise of contempt powers by the United States Bankruptcy Court.",1,200.0,0.0,0.0,96-HR-1521,1979,96
12.0,"To amend title 11, District of Columbia Code, to increase the maximum amount in controversy permitted for cases under the jurisdiction of the Small Claims and Conciliation Branch of the Superior Court of the District of Columbia, and to authorize the Corporation Counsel for the District of Columbia to conduct criminal prosecutions of certain juvenile defendants.",1,100.0,1.0,0.0,102-HR-4096,1992,102
12.0,"To amend title 18, United States Code, to extend certain statutes of limitation.",1,100.0,0.0,0.0,104-HR-4342,1996,104
12.0,"A bill to improve the quality, timeliness, and credibility of forensic science services for criminal justice purposes.",2,200.0,1.0,1.0,106-S-3045,2000,106
12.0,"To provide for a training program for organized crime prosecution, an annual conference of Federal, State, and local officials in the field of organized crime, an annual report by the Attorney General on organized crime, and for other purposes",1,100.0,0.0,0.0,91-HR-16658,1970,91
12.0,"To amend title 18, United States Code, to make unlawful certain practices in connection with the placing of minor children for permanent free care or for adoption",1,200.0,0.0,0.0,85-HR-687,1957,85
12.0,"To amend title 18, United States Code, with respect to the good time credit toward service of sentences of imprisonment.",1,100.0,0.0,0.0,111-H-4327,2009,111
12.0,"To amend title 28, United States Code, to protect the right of a claimant in a civil action before a Federal court to retain a structured settlement broker to negotiate the terms of payment of an award, and for other purposes.",1,100.0,0.0,0.0,113-HR-3699,2013,113
12.0,To provide secretaries for circuit and district judges,1,200.0,1.0,1.0,80-HR-2746,1947,80
12.0,"To prohibit law enforcement Federal financial assistance to States that do not have in effect a law that permits imposition of the death penalty, and requires imposition of the death penalty or life imprisonment without parole, for any conviction of premeditated murder and for any conviction of murdering a law enforcement officer under certain circumstances.",1,100.0,0.0,0.0,101-HR-562,1989,101
12.0,"A bill to amend title 28 of the United States Code, Judiciary and Judicial Procedure; and incorporate therein provisions relating to the United States Labor Court, and for other purposes.",2,100.0,0.0,0.0,85-S-3797,1958,85
12.0,"To amend chapter 44 of title 18, United States Code, to strengthen the_ penalty provision applicable to a Fed-eral felony committed with a firearm",1,200.0,0.0,0.0,91-HR-13779,1969,91
12.0,"A bill to establish administrative practices, procedures, and standards, under which court authorization must be obtained for any electronic surveillance conducted on grounds of national security or on any other ground.",2,100.0,0.0,0.0,94-S-743,1975,94
12.0,"To amend chapter 75 of title 18, United States Code",1,200.0,0.0,0.0,83-HR-8316,1954,83
12.0,"To repeal chapter 44 of title 18, United States Code (relating to firearms), and to restore chapter 53 of the Internal Revenue Code of 1954 as in effect before its amendment by the Gun Control Act of 1968",1,100.0,0.0,0.0,91-HR-18805,1970,91
12.0,"A bill to amend paragraph twentieth of section 24 of the Judicial Code, as amended, so as to increase the limit of the Federal district courts jurisdiction over claims against the United States from 810,000 to $25,000",2,200.0,0.0,0.0,80-S-1593,1947,80
12.0,"To estaablish a Criminal Justice Reform Administration in order to provide assistance to encourage States and localities to undertake comprehensive criminal justice reform in order to strengthen police .protection, improve the prosecution of offenders, expedite overcrowded court criminal calendars, and strengthen correctional systems, and for other purposes",1,100.0,0.0,0.0,92-HR-7532,1971,92
12.0,"A bill to facilitate the employment of certain Public Health Service employees by the Bureau of Prisons at the Gillis W. Long Hansen's Disease Center, and for other purposes.",2,100.0,0.0,0.0,102-S-1152,1991,102
12.0,"A bill to enforce the principle of separation of powers by amending title 28, United States Code, to prohibit the exercise or discharge by justices and judges of the United States of nonjudicial governmental powers and duties",2,100.0,0.0,0.0,91-S-1097,1969,91
12.0,A bill to amend the Omnibus Crime Control and Safe Streets Act of 1965 to add specific requirements that the comprehensive State plan under that Act include provisions for the prevention of crimes against the elderly.,2,200.0,0.0,0.0,94-S-3277,1976,94
12.0,To amend title I of the Omnibus Crime Control and Safe Streets Act of 1968 to maintain the current Federal-State funding ratio for certain formula grants.,1,100.0,0.0,0.0,102-HR-1707,1991,102
12.0,A bill to provide for tort liability of firearms dealers who transfer firearms in violation of Federal firearms law.,2,100.0,0.0,0.0,106-S-1101,1999,106
12.0,To provide necessary officers and employees for circuit courts of appeals and district courts,1,200.0,0.0,0.0,80-HR-1469,1947,80
12.0,"A bill to establish an independent Board of Parole, to provide for fair and equitable Federal parole procedures, to study the parole procedures provided for released prisoners, and for other purposes.",2,100.0,0.0,0.0,93-S-1765,1973,93
12.0,"A bill for the relief of Hugo Medardo Cadena, Leda Isabel Mercardo Cadena, Luis Otera, and Teresa Otero.",1,100.0,0.0,0.0,95-HR-2250,1977,95
12.0,To amend section 1951 (commonly called the Hobbs Act) of title 18 of the United States Code to prevent union violence.,1,200.0,0.0,0.0,104-HR-1796,1995,104
12.0,"A bill to amend titles 11 and 28 of the United States Code, and for other purposes.",1,100.0,0.0,0.0,100-HR-3984,1988,100
12.0,A bill making special supplemental appropriations to enhance and speed up the war on illegal drugs for Fiscal Year 1988.,1,100.0,0.0,0.0,100-HR-4728,1988,100
12.0,"To amend the Omnibus Crime Control and Safe Streets Act of 1968 to allow grants to increase police presence, to expand and improve cooperative efforts between law enforcement agencies and members of the community to address crime and disorder problems, and otherwise to enhance public safety.",1,100.0,1.0,1.0,103-HR-3355,1993,103
12.0,"To amend title 38, United States Code, to provide for an extension in the period of eligibility for survivors' and dependents' education benefits for members of the National Guard who are involuntarily ordered to full-time National Guard duty.",1,200.0,1.0,0.0,108-HR-2164,2003,108
12.0,"A bill to amend title 18, United States Code, to allow the National Association of State Racing Commissioners, State racing commissions and regulatory authorities that regulate pari-mutuel wagering to receive and share Federal Government criminal identification records.",1,200.0,0.0,0.0,100-HR-2611,1987,100
12.0,"To restore the integrity of the Fifth Amendment to the Constitution of the United States, and for other purposes.",1,200.0,0.0,0.0,113-HR-5502,2014,113
12.0,"To amend title 28 of the United States Code to authorize the appointment of additional bankruptcy judges, and for other purposes.",1,200.0,0.0,0.0,108-HR-1112,2003,108
12.0,"To provide that the United States District Court for the Eastern District of Pennsylvania be held at Doylestown, Pennsylvania, in addition to those other places currently provided by law.",1,200.0,0.0,0.0,106-HR-2549,1999,106
12.0,A bill to provide that a justice or judge convicted of a felony shall be suspended from office without pay.,2,200.0,0.0,0.0,101-S-2106,1990,101
12.0,A bill to amend the Internal Revenue Code with respect to ammunition recordkeeping requirements,2,100.0,0.0,0.0,91-S-3724,1970,91
12.0,"To amend the act of November 8, 1965, relating .to liability for civil damages as a result of acts or omissions at the scene of an accident",1,200.0,0.0,0.0,90-HR-13207,1967,90
12.0,"To amend title I of the Omnibus Crime Control and Safe Streets Act of 1968 to establish a National White Collar Crime Center grants program for purposes of improving the identification, investigation, and prosecution of certain criminal conspiracies and activities and terrorist conspiracies and activities.",1,100.0,0.0,0.0,110-HR-2797,2007,110
12.0,"To amend chapter 113 of title 18, United States Code, so as to make it a crime to transport stolen farm animals in interstate or foreign commerce, and for other purposes",1,100.0,0.0,0.0,86-HR-5851,1959,86
12.0,"A bill to establish an Office of Forensic Science and a Forensic Science Board, to strengthen and promote confidence in the criminal justice system by ensuring scientific validity, reliability, and accuracy in forensic testing, and for other purposes.",2,100.0,0.0,0.0,113-S-2177,2014,113
12.0,"To provide a consolidated, comprehensive child' development program in the Department of Health, Education, and Welfare",1,200.0,0.0,0.0,91-HR-15776,1970,91
12.0,"To provide improved judicial machinery for the selection of Federal juries, and for other purposes",1,200.0,0.0,0.0,90-HR-10165,1967,90
12.0,To amend the Internal Revenue Code of 1986 to provide recruitment and retention incentives for volunteer emergency service workers.,1,100.0,0.0,0.0,110-HR-2160,2007,110
12.0,"A bill to amend title 18, United States Code, to increase the term of imprisonment for certain offenses relating to carrying or using firearms, to eliminate eligibility for parole with respect to such term, and to require that such term be served before and consecutively to any related sentence of imprisonment.",1,100.0,0.0,0.0,96-HR-2490,1979,96
12.0,"To authorize the Secretary of Health and Human Services to provide services for birthparents who have placed a child for adoption, and for other purposes.",1,200.0,0.0,0.0,110-HR-5640,2008,110
12.0,To amend title 18 of the United States Code to increase the penalties for kidnaping and to create an immediate presumption of interstate transportation of a kidnap victim,1,200.0,0.0,0.0,83-HR-6897,1954,83
12.0,To provide for the training and equipping of the National Guard in riot control,1,100.0,0.0,0.0,90-HR-11796,1967,90
12.0,"A bill to prohibit the importation, manufacture, sale, purchase, transfer, receipt, possession, or transportation of handguns, except for or by members of the Armed Forces, law enforcement officials, and, as authorized by the Secretary of the Treasury, licensed importers, manufacturers, dealers, antique collectors, and pistol clubs.",1,100.0,0.0,0.0,95-HR-8128,1977,95
12.0,"A bill to provide a one-time amnesty from criminal and civil tax penalties and 50 percent of the interest penalty owed for certain taxpayers who pay previous underpayments of Federal tax during the amnesty period, to amend the Internal Revenue Code of 1986 to increase by 50 percent all criminal and civil tax penalties, and for other purposes.",1,100.0,0.0,0.0,100-HR-301,1987,100
12.0,To provide for an additional temporary and permanent district court judgeship for the northern district of Ohio.,1,100.0,0.0,0.0,103-HR-4811,1994,103
12.0,To authorize appropriations for the purpose of carrying out the activities of the Department of Justice for fiscal year 1991 and for other purposes.,1,100.0,0.0,0.0,101-HR-4315,1990,101
12.0,"To amend chapter 44 of title 18, United States Code, to prohibit the manufacture, transfer, or importation of 25 caliber and 32 caliber ammunition.",1,100.0,0.0,0.0,102-HR-436,1991,102
12.0,"A bill to amend chapter 96 (relating to racketeer influenced and corrupt organizations) of title 18, United States Code.",1,100.0,0.0,0.0,100-HR-4923,1988,100
12.0,A bill to provide for holding terms of the U.S. District Court for the District of Oregon at Coquina,1,200.0,0.0,0.0,90-HR-16993,1968,90
12.0,"To authorize grants to State and local law enforcement training centers to provide training to State and local law enforcement agencies and officers to communicate with telecommunications carriers in emergency situations, and for other purposes.",1,200.0,0.0,0.0,111-H-3698,2009,111
12.0,"To amend title 18 of the United States Code to make certain acts against the person of the President and the Vice President of the United States and certain other Federal officers designated to act as President in the event, of a vacancy in that office a Federal crime",1,100.0,0.0,0.0,89-HR-738,1965,89
12.0,To prevent children's access to firearms.,1,100.0,0.0,0.0,106-HR-3987,2000,106
12.0,To assure to all first offenders the restoration of their civil rights after the completion of their sentence,1,100.0,0.0,0.0,92-HR-12215,1971,92
12.0,"To provide for the development and use of technology for personalized handguns, to require that, within 3 years, all handguns manufactured or sold in, or imported into, the United States incorporate such technology, and for other purposes.",1,100.0,0.0,0.0,113-HR-2005,2013,113
12.0,"To amend the Administrative Proceure Act, as amended, and for other purposes",1,100.0,0.0,0.0,85-HR-831,1957,85
12.0,"A bill to provide that the United States District Court for the judicial district of New Jersey shall be held at Hackensack, New Jersey, in addition to those places currently provided by law.",1,200.0,0.0,0.0,96-HR-1513,1979,96
12.0,"Entitled, The Firefighter and Rescue Squad Worker Act.",1,200.0,0.0,0.0,103-HR-3949,1994,103
12.0,"To prohibit justices and judges of the United States from testifying as to the character or reputation of any person, and for other purposes",1,200.0,0.0,0.0,82-HR-5428,1951,82
12.0,A bill to validate the conveyance of certain land in the State of California by the Southern Pacific Transportation Company.,1,100.0,0.0,0.0,95-HR-2255,1977,95
12.0,To amend title I of the Omnibus Crime Control and Safe Streets Act of 1968 to authorize grants for closed-circuit televising of the testimony of children who are victims of abuse.,1,100.0,0.0,0.0,101-HR-826,1989,101
